NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B25075_001E,B25026_002E,B25026_008E,B25026_007E,B25026_006E,B25026_006E,B25026_004E,B25026_003E,B25077_001E,B25075_025E,B15003_022E,B17001_001E,B19001_017E,B19013_001E
"Franklin County, Arkansas",0500000US05047,17799.0,41.0,16789.0,4959.0,12557.0,1282.0,960.0,2389.0,2389.0,2452.0,406.0,94000.0,27.0,1125.0,17448.0,57.0,39482.0
"Fulton County, Arkansas",0500000US05049,12186.0,48.2,11760.0,4062.0,9229.0,528.0,679.0,2190.0,2190.0,1594.0,229.0,88500.0,0.0,605.0,11948.0,18.0,35593.0
"Garland County, Arkansas",0500000US05051,97119.0,44.1,83060.0,26768.0,63822.0,3977.0,4332.0,11431.0,11431.0,13599.0,1439.0,133700.0,98.0,9123.0,95184.0,1035.0,40011.0
"Grant County, Arkansas",0500000US05053,18046.0,39.3,16935.0,5464.0,14496.0,1395.0,1219.0,3553.0,3553.0,2989.0,254.0,117800.0,8.0,1619.0,17829.0,93.0,49195.0
"Greene County, Arkansas",0500000US05055,43745.0,38.2,41969.0,11135.0,29049.0,1828.0,2139.0,6747.0,6747.0,7281.0,631.0,105300.0,25.0,3262.0,42953.0,293.0,42755.0
"Hempstead County, Arkansas",0500000US05057,22208.0,38.5,13986.0,5239.0,14790.0,1102.0,1567.0,3471.0,3471.0,2809.0,459.0,76300.0,2.0,1173.0,21926.0,55.0,34072.0
"Hot Spring County, Arkansas",0500000US05059,33440.0,40.9,28677.0,8921.0,23430.0,2360.0,1945.0,4076.0,4076.0,5237.0,436.0,85600.0,13.0,2021.0,31364.0,169.0,42589.0
"Howard County, Arkansas",0500000US05061,13487.0,38.6,9094.0,3390.0,8921.0,1274.0,890.0,1491.0,1491.0,1777.0,131.0,90100.0,19.0,945.0,13277.0,141.0,34672.0
"Independence County, Arkansas",0500000US05063,37030.0,39.2,34268.0,10247.0,26398.0,2276.0,2263.0,4582.0,4582.0,5898.0,886.0,99900.0,13.0,2815.0,35875.0,374.0,37592.0
"Izard County, Arkansas",0500000US05065,13461.0,48.1,13044.0,4166.0,9596.0,608.0,819.0,2013.0,2013.0,1846.0,236.0,77600.0,0.0,839.0,12627.0,56.0,35188.0
"Jackson County, Arkansas",0500000US05067,17495.0,40.8,13874.0,4265.0,9612.0,1231.0,1109.0,2051.0,2051.0,1909.0,170.0,63600.0,0.0,766.0,14262.0,103.0,31245.0
"Jefferson County, Arkansas",0500000US05069,72385.0,38.7,29613.0,17281.0,41340.0,4785.0,4115.0,9954.0,9954.0,6886.0,678.0,81900.0,0.0,5384.0,66502.0,417.0,36377.0
"Johnson County, Arkansas",0500000US05071,26025.0,38.0,24004.0,7153.0,18369.0,1180.0,1316.0,3215.0,3215.0,4250.0,497.0,90100.0,0.0,1813.0,25345.0,167.0,34031.0
"Lafayette County, Arkansas",0500000US05073,7127.0,45.3,4291.0,2129.0,5147.0,453.0,457.0,1072.0,1072.0,821.0,89.0,63300.0,12.0,551.0,6937.0,85.0,29882.0
"Lawrence County, Arkansas",0500000US05075,16915.0,41.8,16436.0,4468.0,11162.0,1471.0,1316.0,1911.0,1911.0,1810.0,118.0,69700.0,0.0,969.0,16240.0,39.0,33381.0
"Lee County, Arkansas",0500000US05077,9781.0,40.9,4090.0,1951.0,4601.0,853.0,600.0,1087.0,1087.0,852.0,30.0,64600.0,0.0,368.0,8142.0,45.0,25724.0
"Lincoln County, Arkansas",0500000US05079,13935.0,37.6,9275.0,2827.0,6762.0,788.0,637.0,1394.0,1394.0,1114.0,130.0,65000.0,0.0,570.0,9246.0,52.0,32369.0
"Little River County, Arkansas",0500000US05081,12616.0,41.6,9285.0,3746.0,9025.0,1005.0,936.0,1985.0,1985.0,1121.0,64.0,73700.0,11.0,672.0,12295.0,42.0,35396.0
"Logan County, Arkansas",0500000US05083,21935.0,42.8,20421.0,6256.0,16233.0,1962.0,1622.0,2975.0,2975.0,2973.0,642.0,87400.0,62.0,1519.0,21428.0,175.0,36463.0
"Lonoke County, Arkansas",0500000US05085,71279.0,35.8,63610.0,18057.0,49894.0,2502.0,4144.0,8076.0,8076.0,12833.0,941.0,131700.0,0.0,6390.0,70527.0,325.0,56156.0
"Madison County, Arkansas",0500000US05087,15761.0,42.3,14951.0,4741.0,11552.0,878.0,826.0,2258.0,2258.0,1967.0,182.0,100100.0,11.0,809.0,15601.0,144.0,39839.0
"Marion County, Arkansas",0500000US05089,16404.0,51.5,15848.0,5265.0,12766.0,850.0,1219.0,2825.0,2825.0,2476.0,315.0,109700.0,12.0,1253.0,16213.0,45.0,33726.0
"Miller County, Arkansas",0500000US05091,43666.0,37.6,31082.0,11029.0,27869.0,2552.0,2248.0,5808.0,5808.0,5457.0,535.0,99600.0,14.0,2885.0,42383.0,230.0,39955.0
"Mississippi County, Arkansas",0500000US05093,44199.0,35.9,27013.0,9556.0,24826.0,2500.0,2156.0,5869.0,5869.0,4699.0,416.0,80700.0,15.0,2223.0,43312.0,206.0,35003.0
"Monroe County, Arkansas",0500000US05095,7542.0,45.5,4226.0,2113.0,4755.0,537.0,567.0,1087.0,1087.0,916.0,47.0,56400.0,0.0,357.0,7471.0,60.0,31541.0
"Montgomery County, Arkansas",0500000US05097,9100.0,49.2,8434.0,2984.0,6916.0,537.0,713.0,1638.0,1638.0,1331.0,104.0,88200.0,0.0,495.0,8923.0,25.0,35103.0
"Nevada County, Arkansas",0500000US05099,8668.0,44.0,5547.0,2512.0,5431.0,775.0,558.0,1354.0,1354.0,856.0,75.0,65300.0,0.0,598.0,8495.0,39.0,30750.0
"Newton County, Arkansas",0500000US05101,7988.0,47.9,7631.0,2760.0,6891.0,847.0,1031.0,1427.0,1427.0,775.0,158.0,84800.0,1.0,543.0,7916.0,24.0,33176.0
"Ouachita County, Arkansas",0500000US05103,24728.0,42.8,14168.0,6981.0,16237.0,2377.0,1951.0,3546.0,3546.0,2395.0,170.0,66900.0,0.0,1808.0,24337.0,158.0,31233.0
"Perry County, Arkansas",0500000US05105,10246.0,43.7,9547.0,2966.0,8051.0,601.0,687.0,1853.0,1853.0,1530.0,156.0,84500.0,0.0,529.0,10125.0,52.0,45819.0
"Phillips County, Arkansas",0500000US05107,19929.0,37.3,7245.0,3883.0,9264.0,1359.0,978.0,2362.0,2362.0,1408.0,58.0,62900.0,0.0,891.0,19688.0,159.0,26829.0
"Pike County, Arkansas",0500000US05109,11017.0,41.4,9816.0,3225.0,8338.0,784.0,601.0,1614.0,1614.0,1552.0,185.0,77300.0,24.0,653.0,10813.0,40.0,34519.0
"Poinsett County, Arkansas",0500000US05111,24131.0,39.9,21558.0,5890.0,14471.0,1804.0,1731.0,2953.0,2953.0,2392.0,295.0,77900.0,7.0,1069.0,23685.0,45.0,35163.0
"Polk County, Arkansas",0500000US05113,20290.0,44.1,18788.0,6103.0,15797.0,962.0,1011.0,3282.0,3282.0,3646.0,485.0,83900.0,6.0,1119.0,20116.0,64.0,33202.0
"Pope County, Arkansas",0500000US05115,63107.0,34.9,57527.0,15382.0,40677.0,2259.0,3591.0,8249.0,8249.0,8627.0,772.0,120900.0,8.0,5435.0,59367.0,455.0,40534.0
"Prairie County, Arkansas",0500000US05117,8334.0,45.4,7103.0,2669.0,5717.0,909.0,473.0,1151.0,1151.0,960.0,60.0,67100.0,4.0,555.0,8170.0,6.0,37500.0
"Pulaski County, Arkansas",0500000US05119,391806.0,36.5,226711.0,91650.0,233618.0,22601.0,18431.0,45048.0,45048.0,46232.0,6134.0,144000.0,591.0,54619.0,386191.0,6694.0,47101.0
"Randolph County, Arkansas",0500000US05121,17584.0,42.9,16981.0,5286.0,12334.0,1091.0,1653.0,2134.0,2134.0,2312.0,350.0,79000.0,0.0,1059.0,17171.0,41.0,36318.0
"St. Francis County, Arkansas",0500000US05123,27023.0,38.0,11497.0,5384.0,13652.0,1893.0,1578.0,2912.0,2912.0,2418.0,90.0,62700.0,0.0,1156.0,23389.0,106.0,35066.0
"Saline County, Arkansas",0500000US05125,115577.0,39.2,104154.0,33089.0,89934.0,5355.0,6928.0,15583.0,15583.0,20852.0,2297.0,143900.0,114.0,12870.0,113889.0,1164.0,57632.0
"Scott County, Arkansas",0500000US05127,10661.0,42.0,9590.0,2878.0,7687.0,626.0,941.0,1706.0,1706.0,1373.0,97.0,77700.0,0.0,406.0,10558.0,31.0,37861.0
"Searcy County, Arkansas",0500000US05129,7938.0,47.5,7489.0,2550.0,6542.0,781.0,652.0,1631.0,1631.0,1155.0,237.0,82800.0,0.0,528.0,7836.0,68.0,35542.0
"Sebastian County, Arkansas",0500000US05131,127351.0,37.1,101395.0,30098.0,77783.0,5530.0,6659.0,14124.0,14124.0,17076.0,1658.0,114800.0,29.0,10756.0,125084.0,1373.0,40023.0
"Sevier County, Arkansas",0500000US05133,17193.0,35.2,11237.0,4458.0,13005.0,697.0,633.0,2323.0,2323.0,2889.0,369.0,70400.0,0.0,615.0,16979.0,25.0,38956.0
"Sharp County, Arkansas",0500000US05135,17027.0,47.9,16294.0,5527.0,12435.0,932.0,1149.0,2295.0,2295.0,2338.0,513.0,76700.0,4.0,767.0,16680.0,77.0,31068.0
"Stone County, Arkansas",0500000US05137,12503.0,49.1,12080.0,3762.0,9531.0,1144.0,984.0,1424.0,1424.0,1684.0,128.0,104800.0,0.0,727.0,12387.0,56.0,30486.0
"Union County, Arkansas",0500000US05139,40334.0,39.5,26064.0,11710.0,28778.0,3081.0,3282.0,5097.0,5097.0,5798.0,276.0,77800.0,16.0,3875.0,39676.0,367.0,39836.0
"Van Buren County, Arkansas",0500000US05141,16892.0,47.2,16151.0,5352.0,13219.0,1048.0,918.0,2326.0,2326.0,2407.0,467.0,92000.0,57.0,1126.0,16696.0,52.0,34576.0
"Washington County, Arkansas",0500000US05143,219930.0,31.4,172215.0,44671.0,119434.0,5245.0,6745.0,18787.0,18787.0,28997.0,2968.0,157400.0,266.0,23824.0,212185.0,3349.0,45442.0
"White County, Arkansas",0500000US05145,78823.0,36.1,72140.0,19699.0,50979.0,4273.0,3634.0,9223.0,9223.0,9764.0,1395.0,113500.0,37.0,5529.0,74752.0,736.0,42197.0
"Woodruff County, Arkansas",0500000US05147,6873.0,43.8,4801.0,1883.0,4440.0,792.0,403.0,777.0,777.0,940.0,43.0,62700.0,0.0,395.0,6734.0,29.0,30383.0
"Yell County, Arkansas",0500000US05149,21716.0,39.3,17708.0,5148.0,14075.0,1082.0,1086.0,3090.0,3090.0,3069.0,159.0,100100.0,8.0,1482.0,21383.0,98.0,39323.0
"Alameda County, California",0500000US06001,1605217.0,37.2,703973.0,296634.0,865765.0,90725.0,85773.0,180205.0,180205.0,170661.0,18011.0,593500.0,25688.0,282754.0,1577618.0,72709.0,79831.0
"Alpine County, California",0500000US06003,1184.0,42.8,857.0,280.0,903.0,60.0,94.0,204.0,204.0,186.0,0.0,329500.0,6.0,140.0,1170.0,26.0,62375.0
"Amador County, California",0500000US06005,36963.0,50.3,32039.0,10778.0,24695.0,2191.0,2906.0,4536.0,4536.0,4927.0,824.0,265900.0,110.0,4212.0,32969.0,594.0,57032.0
"Butte County, California",0500000US06007,223877.0,36.9,186105.0,50051.0,123925.0,8912.0,10610.0,25880.0,25880.0,26220.0,2759.0,228500.0,287.0,25225.0,218439.0,2750.0,44366.0
"Calaveras County, California",0500000US06009,44787.0,51.2,41304.0,13643.0,33482.0,1936.0,2974.0,6563.0,6563.0,6324.0,846.0,259000.0,230.0,4645.0,44280.0,778.0,53502.0
"Colusa County, California",0500000US06011,21361.0,34.7,18721.0,4489.0,12559.0,1034.0,1179.0,3138.0,3138.0,2435.0,249.0,205000.0,35.0,1474.0,21150.0,230.0,54946.0
"Contra Costa County, California",0500000US06013,1107925.0,39.1,661857.0,250055.0,705011.0,62542.0,69176.0,136382.0,136382.0,148612.0,17699.0,472900.0,21720.0,192616.0,1098165.0,52794.0,82881.0
"Del Norte County, California",0500000US06015,27628.0,38.1,21485.0,5748.0,14453.0,1335.0,1906.0,2307.0,2307.0,2914.0,318.0,183600.0,46.0,1688.0,24011.0,218.0,42363.0
"El Dorado County, California",0500000US06017,183000.0,45.2,159165.0,50614.0,134229.0,7089.0,13804.0,28603.0,28603.0,27757.0,3277.0,379200.0,805.0,27316.0,181369.0,6760.0,72586.0
"Fresno County, California",0500000US06019,963160.0,31.6,593119.0,157227.0,485614.0,37589.0,38165.0,100967.0,100967.0,103173.0,13145.0,204900.0,1134.0,76303.0,946765.0,10642.0,45963.0
"Glenn County, California",0500000US06021,27976.0,36.9,23493.0,5635.0,16373.0,2107.0,1446.0,3434.0,3434.0,3067.0,379.0,215800.0,22.0,1703.0,27541.0,167.0,41699.0
"Humboldt County, California",0500000US06023,135182.0,37.6,109778.0,29702.0,72700.0,7901.0,8262.0,16622.0,16622.0,12687.0,1686.0,279000.0,215.0,17031.0,131865.0,1285.0,42685.0
"Imperial County, California",0500000US06025,178807.0,32.2,124349.0,25544.0,93928.0,10131.0,7918.0,15186.0,15186.0,20811.0,1678.0,159000.0,50.0,10576.0,168279.0,1015.0,42560.0
"Inyo County, California",0500000US06027,18326.0,45.4,15003.0,5204.0,11954.0,1136.0,934.0,2676.0,2676.0,2215.0,179.0,235500.0,11.0,1991.0,17706.0,213.0,47278.0
"Kern County, California",0500000US06029,871337.0,31.2,647832.0,149309.0,467834.0,23853.0,31027.0,87126.0,87126.0,107289.0,13609.0,175600.0,381.0,54412.0,839619.0,9000.0,49788.0
"Kings County, California",0500000US06031,150261.0,31.4,100728.0,20980.0,66992.0,5632.0,4944.0,14354.0,14354.0,15751.0,1129.0,172000.0,113.0,8378.0,132716.0,1184.0,47241.0
"Lake County, California",0500000US06033,64076.0,45.8,50491.0,16548.0,38347.0,2649.0,3908.0,7759.0,7759.0,8122.0,922.0,167300.0,80.0,4821.0,63263.0,569.0,36132.0
"Lassen County, California",0500000US06035,31945.0,36.4,25461.0,6136.0,13944.0,1325.0,1640.0,2916.0,2916.0,3164.0,337.0,174500.0,64.0,1749.0,21974.0,214.0,51457.0
"Los Angeles County, California",0500000US06037,10057155.0,35.8,5283457.0,1499576.0,4778576.0,559221.0,552236.0,1128396.0,1128396.0,786482.0,75746.0,465000.0,85942.0,1348250.0,9906013.0,250436.0,57952.0
"Madera County, California",0500000US06039,153366.0,33.5,121146.0,26458.0,83007.0,4937.0,6720.0,17515.0,17515.0,17183.0,1612.0,204800.0,229.0,8636.0,145251.0,1192.0,45742.0
"Marin County, California",0500000US06041,259358.0,45.7,204928.0,66200.0,161651.0,22499.0,18591.0,33570.0,33570.0,29449.0,2590.0,859400.0,11839.0,61100.0,253100.0,23398.0,100310.0
"Mariposa County, California",0500000US06043,17645.0,50.6,15542.0,5052.0,11543.0,978.0,1119.0,2936.0,2936.0,2190.0,372.0,250800.0,102.0,1879.0,17457.0,153.0,49265.0
"Mendocino County, California",0500000US06045,87409.0,42.3,72347.0,19764.0,47640.0,6077.0,6095.0,9174.0,9174.0,8136.0,949.0,319100.0,418.0,9665.0,86001.0,789.0,43510.0
"Merced County, California",0500000US06047,265001.0,30.6,155239.0,40889.0,129494.0,9795.0,9281.0,23665.0,23665.0,32272.0,2729.0,171800.0,426.0,13682.0,258684.0,2198.0,44397.0
"Modoc County, California",0500000US06049,9033.0,47.1,8151.0,2740.0,6662.0,530.0,765.0,1164.0,1164.0,1085.0,228.0,144600.0,17.0,926.0,8761.0,23.0,41194.0
"Mono County, California",0500000US06051,14051.0,38.9,11917.0,2733.0,6511.0,311.0,954.0,1361.0,1361.0,673.0,98.0,286100.0,14.0,2063.0,13936.0,211.0,58937.0
"Monterey County, California",0500000US06053,430201.0,33.7,300610.0,62601.0,193546.0,20209.0,20338.0,43606.0,43606.0,39697.0,3352.0,393300.0,3556.0,38978.0,411820.0,7701.0,60889.0
"Napa County, California",0500000US06055,140823.0,40.7,103119.0,30411.0,80816.0,7727.0,8974.0,15962.0,15962.0,15125.0,1299.0,503100.0,1807.0,21345.0,137140.0,5173.0,74609.0
"Nevada County, California",0500000US06057,98639.0,49.5,90973.0,29282.0,70234.0,4015.0,8364.0,16993.0,16993.0,14736.0,868.0,355900.0,572.0,16694.0,97760.0,1991.0,57429.0
"Orange County, California",0500000US06059,3132211.0,37.3,1974749.0,581506.0,1745705.0,154486.0,171989.0,424281.0,424281.0,310170.0,36384.0,584200.0,38996.0,520755.0,3094893.0,120249.0,78145.0
"Placer County, California",0500000US06061,370571.0,41.5,308414.0,95824.0,261108.0,12955.0,18164.0,44655.0,44655.0,64563.0,9197.0,380900.0,2014.0,63509.0,367202.0,12157.0,76926.0
"Plumas County, California",0500000US06063,18754.0,51.7,16800.0,5967.0,12517.0,1094.0,1359.0,2868.0,2868.0,2284.0,117.0,221300.0,43.0,1828.0,18363.0,267.0,50125.0
"Riverside County, California",0500000US06065,2323892.0,34.8,1470294.0,454924.0,1456338.0,52141.0,94710.0,247233.0,247233.0,356692.0,38738.0,276300.0,4216.0,198192.0,2289086.0,32556.0,57972.0
"Sacramento County, California",0500000US06067,1479300.0,35.7,876485.0,291117.0,811983.0,64602.0,64571.0,140579.0,140579.0,185323.0,21220.0,271300.0,1857.0,189759.0,1458871.0,25908.0,57509.0
"San Benito County, California",0500000US06069,58051.0,35.1,48662.0,10824.0,35104.0,2189.0,3990.0,7902.0,7902.0,7604.0,888.0,423100.0,183.0,4777.0,57696.0,1171.0,73814.0
"San Bernardino County, California",0500000US06071,2106754.0,32.7,1306582.0,365576.0,1213478.0,67923.0,111133.0,251796.0,251796.0,254904.0,25719.0,256000.0,2488.0,162213.0,2050839.0,22512.0,54469.0
"San Diego County, California",0500000US06073,3253356.0,35.3,2310046.0,581635.0,1675247.0,141756.0,157247.0,347310.0,347310.0,342553.0,39747.0,454600.0,27392.0,487026.0,3172544.0,89590.0,66529.0
"San Francisco County, California",0500000US06075,850282.0,38.4,409355.0,131331.0,355633.0,49583.0,43525.0,78235.0,78235.0,62689.0,5755.0,858800.0,25158.0,220335.0,836561.0,65763.0,87701.0
"San Joaquin County, California",0500000US06077,714860.0,33.7,403016.0,123450.0,382962.0,27846.0,27524.0,61303.0,61303.0,92953.0,8478.0,246900.0,953.0,55004.0,701338.0,9206.0,55045.0
"San Luis Obispo County, California",0500000US06079,278680.0,39.0,238145.0,61624.0,153824.0,9021.0,15153.0,36057.0,36057.0,32150.0,4309.0,471800.0,2870.0,39994.0,262763.0,6609.0,64014.0
"San Mateo County, California",0500000US06081,754748.0,39.5,404461.0,154344.0,446212.0,59528.0,58388.0,95718.0,95718.0,77997.0,7721.0,845300.0,27677.0,148547.0,748756.0,52323.0,98546.0
"Santa Barbara County, California",0500000US06083,439395.0,33.7,325664.0,74440.0,208911.0,23422.0,23714.0,47239.0,47239.0,39198.0,4396.0,480000.0,6179.0,51832.0,420739.0,11769.0,65161.0
"Santa Clara County, California",0500000US06085,1885056.0,36.8,883775.0,354255.0,1071295.0,113219.0,107513.0,223923.0,223923.0,212454.0,19522.0,752400.0,54647.0,342701.0,1856096.0,124632.0,101173.0
"Santa Cruz County, California",0500000US06087,270931.0,37.0,214929.0,54853.0,145234.0,14146.0,19948.0,36089.0,36089.0,22510.0,3026.0,615200.0,4599.0,40953.0,259991.0,9578.0,70088.0
"Shasta County, California",0500000US06089,179228.0,42.3,155944.0,43292.0,107428.0,8833.0,10355.0,23036.0,23036.0,23145.0,2590.0,223500.0,294.0,16539.0,176464.0,1921.0,45582.0
"Sierra County, California",0500000US06091,2931.0,55.2,2809.0,1024.0,2327.0,225.0,365.0,708.0,708.0,238.0,20.0,170300.0,3.0,352.0,2902.0,62.0,43984.0
"Siskiyou County, California",0500000US06093,43668.0,47.9,37355.0,12123.0,26691.0,2624.0,3619.0,5664.0,5664.0,4434.0,669.0,173100.0,101.0,4715.0,43259.0,333.0,38524.0
"Solano County, California",0500000US06095,429596.0,37.5,227173.0,86083.0,244422.0,18500.0,27514.0,48815.0,48815.0,51827.0,6936.0,305900.0,649.0,50923.0,418688.0,8862.0,69227.0
"Sonoma County, California",0500000US06097,497776.0,41.2,378638.0,112774.0,287117.0,25489.0,34024.0,64187.0,64187.0,52471.0,5985.0,464700.0,4982.0,74393.0,491031.0,14071.0,66833.0
"Stanislaus County, California",0500000US06099,530561.0,33.8,396063.0,96348.0,294987.0,21834.0,23353.0,53862.0,53862.0,64795.0,8545.0,216000.0,637.0,36783.0,524616.0,5853.0,51591.0
"Sutter County, California",0500000US06101,95406.0,35.6,67721.0,18290.0,52422.0,4421.0,4496.0,9582.0,9582.0,10987.0,975.0,213100.0,113.0,7623.0,94349.0,1072.0,52943.0
"Tehama County, California",0500000US06103,63015.0,40.6,54530.0,15644.0,39881.0,2815.0,3448.0,7164.0,7164.0,9263.0,983.0,178600.0,152.0,3939.0,62205.0,539.0,40687.0
"Trinity County, California",0500000US06105,13180.0,50.6,11373.0,3696.0,8627.0,709.0,659.0,1374.0,1374.0,1313.0,253.0,270100.0,45.0,1594.0,12947.0,111.0,35270.0
"Tulare County, California",0500000US06107,455769.0,30.4,363181.0,75761.0,245694.0,18230.0,19557.0,51455.0,51455.0,49297.0,4004.0,169600.0,413.0,24659.0,449819.0,3526.0,42789.0
"Tuolumne County, California",0500000US06109,53864.0,48.2,47618.0,14984.0,34971.0,2676.0,3532.0,7126.0,7126.0,7399.0,857.0,259800.0,181.0,5312.0,50446.0,960.0,50731.0
"Ventura County, California",0500000US06111,843110.0,37.3,669728.0,170877.0,517925.0,45955.0,53648.0,118230.0,118230.0,93605.0,8268.0,481400.0,7275.0,111571.0,831731.0,28606.0,78593.0
"Yolo County, California",0500000US06113,209671.0,30.9,140668.0,37194.0,104272.0,8470.0,7906.0,21044.0,21044.0,21697.0,2384.0,346200.0,865.0,25078.0,201542.0,5157.0,57663.0
"Yuba County, California",0500000US06115,73897.0,32.2,53217.0,14964.0,42096.0,2403.0,3308.0,5901.0,5901.0,10226.0,2114.0,190700.0,124.0,4885.0,72585.0,421.0,48739.0
"Adams County, Colorado",0500000US08001,479977.0,33.3,397314.0,102279.0,306813.0,18708.0,15514.0,46310.0,46310.0,76786.0,10807.0,216700.0,230.0,46224.0,475099.0,5910.0,61444.0
"Alamosa County, Colorado",0500000US08003,16353.0,30.2,14264.0,3384.0,9074.0,695.0,879.0,1893.0,1893.0,1559.0,67.0,141600.0,4.0,1408.0,15262.0,73.0,32385.0
"Arapahoe County, Colorado",0500000US08005,617668.0,36.3,447507.0,144154.0,389169.0,18077.0,26647.0,73878.0,73878.0,93340.0,13045.0,266600.0,2151.0,108428.0,611958.0,16606.0,66288.0
"Archuleta County, Colorado",0500000US08007,12355.0,49.5,10585.0,4023.0,8699.0,405.0,482.0,1827.0,1827.0,1964.0,459.0,268400.0,91.0,2110.0,12210.0,176.0,45607.0
"Baca County, Colorado",0500000US08009,3648.0,47.5,3492.0,1136.0,2688.0,455.0,347.0,625.0,625.0,383.0,9.0,69900.0,1.0,411.0,3523.0,25.0,37477.0
"Bent County, Colorado",0500000US08011,5816.0,41.2,5025.0,1166.0,2470.0,369.0,372.0,651.0,651.0,540.0,43.0,76800.0,4.0,309.0,3735.0,20.0,34773.0
"Boulder County, Colorado",0500000US08013,313961.0,36.0,278048.0,76493.0,194187.0,9818.0,13525.0,39146.0,39146.0,42864.0,5311.0,391000.0,2850.0,64270.0,303247.0,12864.0,72282.0
"Broomfield County, Colorado",0500000US08014,62449.0,37.6,54028.0,16646.0,44770.0,1183.0,2003.0,7876.0,7876.0,11230.0,1713.0,328200.0,57.0,13968.0,62079.0,2651.0,83334.0
"Chaffee County, Colorado",0500000US08015,18507.0,49.1,17739.0,5868.0,12971.0,903.0,773.0,2369.0,2369.0,3362.0,391.0,289900.0,57.0,2991.0,17393.0,165.0,50993.0
"Cheyenne County, Colorado",0500000US08017,2071.0,37.8,1989.0,591.0,1564.0,221.0,145.0,312.0,312.0,232.0,11.0,89200.0,0.0,247.0,2021.0,21.0,54375.0
"Clear Creek County, Colorado",0500000US08019,9238.0,47.6,8710.0,3440.0,7161.0,552.0,595.0,1571.0,1571.0,1549.0,54.0,297000.0,47.0,2085.0,9088.0,221.0,68250.0
"Conejos County, Colorado",0500000US08021,8213.0,38.7,7518.0,2301.0,6539.0,1137.0,911.0,1392.0,1392.0,754.0,89.0,113800.0,0.0,718.0,8169.0,20.0,34630.0
"Costilla County, Colorado",0500000US08023,3590.0,50.5,3345.0,1150.0,2681.0,582.0,296.0,544.0,544.0,389.0,76.0,110800.0,8.0,234.0,3590.0,42.0,26610.0
"Crowley County, Colorado",0500000US08025,5537.0,39.6,4668.0,930.0,3509.0,267.0,466.0,603.0,603.0,528.0,57.0,74200.0,0.0,237.0,4335.0,4.0,31719.0
"Custer County, Colorado",0500000US08027,4375.0,56.8,4069.0,1569.0,3455.0,109.0,281.0,768.0,768.0,954.0,88.0,230700.0,39.0,631.0,4304.0,27.0,38605.0
"Delta County, Colorado",0500000US08029,30221.0,47.5,28515.0,8489.0,20376.0,1081.0,2176.0,4903.0,4903.0,3102.0,855.0,196200.0,60.0,2807.0,29039.0,394.0,42011.0
"Denver County, Colorado",0500000US08031,663303.0,34.2,510441.0,138870.0,336443.0,28850.0,20308.0,54423.0,54423.0,87374.0,10479.0,292700.0,3072.0,131013.0,650979.0,20249.0,56258.0
"Dolores County, Colorado",0500000US08033,1789.0,46.0,1737.0,548.0,1204.0,200.0,158.0,225.0,225.0,122.0,3.0,115900.0,0.0,192.0,1789.0,20.0,32240.0
"Douglas County, Colorado",0500000US08035,314238.0,37.8,283589.0,90730.0,258799.0,2101.0,6216.0,41866.0,41866.0,74440.0,9396.0,376300.0,1887.0,76292.0,312998.0,17475.0,105759.0
"Eagle County, Colorado",0500000US08037,52894.0,35.9,46821.0,12007.0,34143.0,1154.0,1831.0,5736.0,5736.0,6584.0,565.0,438500.0,520.0,12134.0,52524.0,1453.0,78763.0
"Elbert County, Colorado",0500000US08039,24225.0,45.4,22950.0,7607.0,21425.0,437.0,1075.0,5030.0,5030.0,5456.0,458.0,353700.0,55.0,3923.0,24084.0,940.0,87288.0
"El Paso County, Colorado",0500000US08041,665171.0,33.8,533391.0,156244.0,416368.0,20224.0,23507.0,73821.0,73821.0,107778.0,14774.0,227000.0,1019.0,94598.0,647099.0,11712.0,60219.0
"Fremont County, Colorado",0500000US08043,46835.0,44.3,42017.0,11852.0,26345.0,1822.0,2153.0,5397.0,5397.0,5958.0,1110.0,159000.0,16.0,3606.0,36293.0,321.0,42308.0
"Garfield County, Colorado",0500000US08045,57495.0,36.1,49860.0,13695.0,36451.0,1404.0,2068.0,4879.0,4879.0,9008.0,1272.0,299700.0,338.0,7176.0,56525.0,981.0,61300.0
"Gilpin County, Colorado",0500000US08047,5708.0,44.8,5196.0,1945.0,4315.0,222.0,438.0,1057.0,1057.0,977.0,186.0,255000.0,14.0,1025.0,5536.0,75.0,67544.0
"Grand County, Colorado",0500000US08049,14490.0,43.0,13375.0,4046.0,9475.0,620.0,466.0,1842.0,1842.0,2044.0,312.0,297500.0,170.0,3030.0,14380.0,226.0,67623.0
"Gunnison County, Colorado",0500000US08051,15889.0,34.4,15199.0,3856.0,8872.0,547.0,449.0,1568.0,1568.0,1683.0,410.0,311700.0,73.0,3883.0,15086.0,89.0,50746.0
"Hinsdale County, Colorado",0500000US08053,856.0,56.4,821.0,293.0,606.0,46.0,26.0,98.0,98.0,75.0,51.0,275400.0,0.0,221.0,856.0,10.0,51250.0
"Huerfano County, Colorado",0500000US08055,6521.0,54.5,6114.0,2322.0,4724.0,622.0,365.0,810.0,810.0,751.0,114.0,153400.0,36.0,807.0,6361.0,88.0,33257.0
